日付,球場,自TM,打者,席,結果,相手TM,投手,腕
9/13,札幌ドーム,F,西川遥輝,左,三邪飛,M,佐々木千隼,右
9/13,札幌ドーム,F,松本剛,右,遊ゴロ,M,佐々木千隼,右
9/13,札幌ドーム,F,大田泰示,右,一ゴロ,M,佐々木千隼,右
9/13,札幌ドーム,F,レアード,右,三ゴロ,M,佐々木千隼,右
9/13,札幌ドーム,F,横尾俊建,右,左飛,M,佐々木千隼,右
9/13,札幌ドーム,F,太田賢吾,左,左飛,M,佐々木千隼,右
9/13,札幌ドーム,F,渡邉諒,右,空三振,M,佐々木千隼,右
9/13,札幌ドーム,F,市川友也,右,左飛,M,佐々木千隼,右
9/13,札幌ドーム,F,石井一成,左,中安,M,佐々木千隼,右
9/13,札幌ドーム,F,西川遥輝,左,中飛,M,佐々木千隼,右
9/13,札幌ドーム,F,松本剛,右,左安,M,佐々木千隼,右
9/13,札幌ドーム,F,大田泰示,右,遊併打,M,佐々木千隼,右
9/13,札幌ドーム,F,レアード,右,見三振,M,佐々木千隼,右
9/13,札幌ドーム,F,横尾俊建,右,中安,M,佐々木千隼,右
9/13,札幌ドーム,F,田中賢介,左,二併打,M,佐々木千隼,右
9/13,札幌ドーム,F,中田翔,右,左安,M,佐々木千隼,右
9/13,札幌ドーム,F,市川友也,右,中飛,M,佐々木千隼,右
9/13,札幌ドーム,F,石井一成,左,四球,M,佐々木千隼,右
9/13,札幌ドーム,F,西川遥輝,左,四球,M,佐々木千隼,右
9/13,札幌ドーム,F,松本剛,右,見三振,M,佐々木千隼,右
9/13,札幌ドーム,F,大田泰示,右,投ゴロ,M,佐々木千隼,右
9/13,札幌ドーム,F,レアード,右,三邪飛,M,佐々木千隼,右
9/13,札幌ドーム,F,横尾俊建,右,左本(1),M,佐々木千隼,右
9/13,札幌ドーム,F,田中賢介,左,中安,M,佐々木千隼,右
9/13,札幌ドーム,F,中田翔,右,空三振,M,佐々木千隼,右
9/13,札幌ドーム,F,ドレイク,右,一ゴロ,M,佐々木千隼,右
9/14,札幌ドーム,F,西川遥輝,左,左飛,M,関谷亮太,右
9/14,札幌ドーム,F,松本剛,右,中安,M,関谷亮太,右
9/14,札幌ドーム,F,大谷翔平,左,空三振,M,関谷亮太,右
9/14,札幌ドーム,F,中田翔,右,中安,M,関谷亮太,右
9/14,札幌ドーム,F,レアード,右,中安,M,関谷亮太,右
9/14,札幌ドーム,F,横尾俊建,右,四球,M,関谷亮太,右
9/14,札幌ドーム,F,大田泰示,右,三ゴロ,M,関谷亮太,右
9/14,札幌ドーム,F,市川友也,右,遊ゴロ,M,関谷亮太,右
9/14,札幌ドーム,F,石井一成,左,四球,M,関谷亮太,右
9/14,札幌ドーム,F,西川遥輝,左,左安,M,関谷亮太,右
9/14,札幌ドーム,F,松本剛,右,一邪飛,M,関谷亮太,右
9/14,札幌ドーム,F,大谷翔平,左,空三振,M,関谷亮太,右
9/14,札幌ドーム,F,中田翔,右,捕邪飛,M,関谷亮太,右
9/14,札幌ドーム,F,レアード,右,二直,M,関谷亮太,右
9/14,札幌ドーム,F,横尾俊建,右,三ゴロ,M,関谷亮太,右
9/14,札幌ドーム,F,大田泰示,右,遊失,M,関谷亮太,右
9/14,札幌ドーム,F,市川友也,右,犠打失,M,関谷亮太,右
9/14,札幌ドーム,F,石井一成,左,空三振,M,関谷亮太,右
9/14,札幌ドーム,F,西川遥輝,左,二ゴロ,M,関谷亮太,右
9/14,札幌ドーム,F,松本剛,右,中飛,M,関谷亮太,右
9/14,札幌ドーム,F,大谷翔平,左,中安,M,関谷亮太,右
9/14,札幌ドーム,F,中田翔,右,中安,M,関谷亮太,右
9/14,札幌ドーム,F,レアード,右,空三振,M,関谷亮太,右
9/14,札幌ドーム,F,横尾俊建,右,左安,M,関谷亮太,右
9/14,札幌ドーム,F,大田泰示,右,中安,M,関谷亮太,右
9/14,札幌ドーム,F,市川友也,右,遊ゴロ,M,関谷亮太,右
9/14,札幌ドーム,F,石井一成,左,空三振,M,関谷亮太,右
9/14,札幌ドーム,F,西川遥輝,左,左飛,M,関谷亮太,右
9/14,札幌ドーム,F,松本剛,右,右安,M,関谷亮太,右
9/14,札幌ドーム,F,大谷翔平,左,空三振,M,関谷亮太,右
9/14,札幌ドーム,F,中田翔,右,四球,M,南昌輝,右
9/14,札幌ドーム,F,レアード,右,左安,M,南昌輝,右
9/14,札幌ドーム,F,横尾俊建,右,空三振,M,南昌輝,右
9/14,札幌ドーム,F,大田泰示,右,中安,M,南昌輝,右
9/14,札幌ドーム,F,市川友也,右,空三振,M,南昌輝,右
9/14,札幌ドーム,F,石井一成,左,左飛,M,チェン・グァンユウ,左
9/14,札幌ドーム,F,西川遥輝,左,右２,M,チェン・グァンユウ,左
9/14,札幌ドーム,F,松本剛,右,中飛,M,チェン・グァンユウ,左
9/14,札幌ドーム,F,大谷翔平,左,左飛,M,チェン・グァンユウ,左
9/14,札幌ドーム,F,中田翔,右,左飛,M,内竜也,右
9/14,札幌ドーム,F,レアード,右,空三振,M,内竜也,右
9/14,札幌ドーム,F,田中賢介,左,二ゴロ,M,内竜也,右
9/16,札幌ドーム,F,西川遥輝,左,二安,Bs,山岡泰輔,右
9/16,札幌ドーム,F,松本剛,右,右飛,Bs,山岡泰輔,右
9/16,札幌ドーム,F,大谷翔平,左,見三振,Bs,山岡泰輔,右
9/16,札幌ドーム,F,中田翔,右,遊ゴロ,Bs,山岡泰輔,右
9/16,札幌ドーム,F,レアード,右,左飛,Bs,山岡泰輔,右
9/16,札幌ドーム,F,横尾俊建,右,左本(1),Bs,山岡泰輔,右
9/16,札幌ドーム,F,大田泰示,右,空三振,Bs,山岡泰輔,右
9/16,札幌ドーム,F,清水優心,右,空三振,Bs,山岡泰輔,右
9/16,札幌ドーム,F,石井一成,左,左安,Bs,山岡泰輔,右
9/16,札幌ドーム,F,西川遥輝,左,右３,Bs,山岡泰輔,右
9/16,札幌ドーム,F,松本剛,右,四球,Bs,山岡泰輔,右
9/16,札幌ドーム,F,大谷翔平,左,左安,Bs,山岡泰輔,右
9/16,札幌ドーム,F,中田翔,右,遊併打,Bs,山岡泰輔,右
9/16,札幌ドーム,F,レアード,右,右飛,Bs,山岡泰輔,右
9/16,札幌ドーム,F,横尾俊建,右,空三振,Bs,山岡泰輔,右
9/16,札幌ドーム,F,大田泰示,右,二ゴロ,Bs,山岡泰輔,右
9/16,札幌ドーム,F,清水優心,右,中安,Bs,山岡泰輔,右
9/16,札幌ドーム,F,石井一成,左,右飛,Bs,山岡泰輔,右
9/16,札幌ドーム,F,西川遥輝,左,三飛,Bs,山岡泰輔,右
9/16,札幌ドーム,F,松本剛,右,空三振,Bs,山岡泰輔,右
9/16,札幌ドーム,F,大谷翔平,左,一ゴロ,Bs,山岡泰輔,右
9/16,札幌ドーム,F,中田翔,右,三安,Bs,山岡泰輔,右
9/16,札幌ドーム,F,レアード,右,左飛,Bs,山岡泰輔,右
9/16,札幌ドーム,F,横尾俊建,右,二ゴロ,Bs,山岡泰輔,右
9/16,札幌ドーム,F,大田泰示,右,四球,Bs,山岡泰輔,右
9/16,札幌ドーム,F,清水優心,右,左２,Bs,山岡泰輔,右
9/16,札幌ドーム,F,石井一成,左,見三振,Bs,山岡泰輔,右
9/16,札幌ドーム,F,西川遥輝,左,左邪飛,Bs,ヘルメン,右
9/16,札幌ドーム,F,松本剛,右,空三振,Bs,ヘルメン,右
9/16,札幌ドーム,F,大谷翔平,左,中２,Bs,ヘルメン,右
9/16,札幌ドーム,F,中田翔,右,左安,Bs,ヘルメン,右
9/16,札幌ドーム,F,レアード,右,遊飛,Bs,比嘉幹貴,右
9/16,札幌ドーム,F,横尾俊建,右,左飛,Bs,比嘉幹貴,右
9/16,札幌ドーム,F,大田泰示,右,空三振,Bs,比嘉幹貴,右
9/16,札幌ドーム,F,清水優心,右,中飛,Bs,比嘉幹貴,右
9/17,札幌ドーム,F,西川遥輝,左,中３,Bs,松葉貴大,左
9/17,札幌ドーム,F,松本剛,右,左安,Bs,松葉貴大,左
9/17,札幌ドーム,F,大谷翔平,左,右安,Bs,松葉貴大,左
9/17,札幌ドーム,F,中田翔,右,空三振,Bs,松葉貴大,左
9/17,札幌ドーム,F,レアード,右,中犠飛,Bs,松葉貴大,左
9/17,札幌ドーム,F,横尾俊建,右,四球,Bs,松葉貴大,左
9/17,札幌ドーム,F,大田泰示,右,投ゴロ,Bs,松葉貴大,左
9/17,札幌ドーム,F,清水優心,右,見三振,Bs,松葉貴大,左
9/17,札幌ドーム,F,石井一成,左,見三振,Bs,松葉貴大,左
9/17,札幌ドーム,F,西川遥輝,左,一ゴロ,Bs,松葉貴大,左
9/17,札幌ドーム,F,松本剛,右,遊ゴロ,Bs,松葉貴大,左
9/17,札幌ドーム,F,大谷翔平,左,中飛,Bs,松葉貴大,左
9/17,札幌ドーム,F,中田翔,右,空三振,Bs,松葉貴大,左
9/17,札幌ドーム,F,レアード,右,二飛,Bs,松葉貴大,左
9/17,札幌ドーム,F,横尾俊建,右,遊ゴロ,Bs,松葉貴大,左
9/17,札幌ドーム,F,大田泰示,右,見三振,Bs,松葉貴大,左
9/17,札幌ドーム,F,清水優心,右,投ゴロ,Bs,松葉貴大,左
9/17,札幌ドーム,F,石井一成,左,見三振,Bs,松葉貴大,左
9/17,札幌ドーム,F,西川遥輝,左,二失,Bs,松葉貴大,左
9/17,札幌ドーム,F,松本剛,右,空三振,Bs,松葉貴大,左
9/17,札幌ドーム,F,大谷翔平,左,投ゴロ,Bs,松葉貴大,左
9/17,札幌ドーム,F,中田翔,右,遊飛,Bs,松葉貴大,左
9/17,札幌ドーム,F,レアード,右,右飛,Bs,比嘉幹貴,右
9/17,札幌ドーム,F,横尾俊建,右,中飛,Bs,比嘉幹貴,右
9/17,札幌ドーム,F,大田泰示,右,空三振,Bs,比嘉幹貴,右
9/17,札幌ドーム,F,清水優心,右,一邪飛,Bs,近藤大亮,右
9/17,札幌ドーム,F,石井一成,左,空三振,Bs,近藤大亮,右
9/17,札幌ドーム,F,西川遥輝,左,遊飛,Bs,近藤大亮,右
9/17,札幌ドーム,F,松本剛,右,二ゴロ,Bs,平野佳寿,右
9/17,札幌ドーム,F,大谷翔平,左,見三振,Bs,平野佳寿,右
9/17,札幌ドーム,F,中田翔,右,空三振,Bs,平野佳寿,右
9/17,札幌ドーム,F,レアード,右,左安,Bs,ヘルメン,右
9/17,札幌ドーム,F,横尾俊建,右,一邪飛,Bs,ヘルメン,右
9/17,札幌ドーム,F,大田泰示,右,空三振,Bs,ヘルメン,右
9/17,札幌ドーム,F,田中賢介,左,一ゴロ,Bs,ヘルメン,右
9/18,札幌ドーム,F,西川遥輝,左,四球,Bs,山﨑福也,左
9/18,札幌ドーム,F,松本剛,右,三直,Bs,山﨑福也,左
9/18,札幌ドーム,F,大谷翔平,左,二安,Bs,山﨑福也,左
9/18,札幌ドーム,F,中田翔,右,三失,Bs,山﨑福也,左
9/18,札幌ドーム,F,レアード,右,四球,Bs,山﨑福也,左
9/18,札幌ドーム,F,横尾俊建,右,右２,Bs,山﨑福也,左
9/18,札幌ドーム,F,大田泰示,右,四球,Bs,山﨑福也,左
9/18,札幌ドーム,F,清水優心,右,遊ゴロ,Bs,小林慶祐,右
9/18,札幌ドーム,F,石井一成,左,空三振,Bs,小林慶祐,右
9/18,札幌ドーム,F,西川遥輝,左,見三振,Bs,小林慶祐,右
9/18,札幌ドーム,F,松本剛,右,中飛,Bs,小林慶祐,右
9/18,札幌ドーム,F,大谷翔平,左,二ゴロ,Bs,小林慶祐,右
9/18,札幌ドーム,F,中田翔,右,空三振,Bs,小林慶祐,右
9/18,札幌ドーム,F,レアード,右,空三振,Bs,小林慶祐,右
9/18,札幌ドーム,F,横尾俊建,右,空三振,Bs,小林慶祐,右
9/18,札幌ドーム,F,大田泰示,右,空三振,Bs,小林慶祐,右
9/18,札幌ドーム,F,清水優心,右,空三振,Bs,小林慶祐,右
9/18,札幌ドーム,F,石井一成,左,二安,Bs,小林慶祐,右
9/18,札幌ドーム,F,西川遥輝,左,遊飛,Bs,小林慶祐,右
9/18,札幌ドーム,F,松本剛,右,中飛,Bs,小林慶祐,右
9/18,札幌ドーム,F,大谷翔平,左,二ゴロ,Bs,小林慶祐,右
9/18,札幌ドーム,F,中田翔,右,一邪飛,Bs,比嘉幹貴,右
9/18,札幌ドーム,F,レアード,右,左本(1),Bs,比嘉幹貴,右
9/18,札幌ドーム,F,横尾俊建,右,三ゴロ,Bs,比嘉幹貴,右
9/18,札幌ドーム,F,大田泰示,右,空三振,Bs,比嘉幹貴,右
9/18,札幌ドーム,F,清水優心,右,右飛,Bs,金田和之,右
9/18,札幌ドーム,F,石井一成,左,四球,Bs,金田和之,右
9/18,札幌ドーム,F,西川遥輝,左,右本(2),Bs,金田和之,右
9/18,札幌ドーム,F,松本剛,右,遊ゴロ,Bs,金田和之,右
9/18,札幌ドーム,F,大谷翔平,左,空三振,Bs,金田和之,右
9/18,札幌ドーム,F,中田翔,右,一邪飛,Bs,大山暁史,左
9/18,札幌ドーム,F,レアード,右,四球,Bs,大山暁史,左
9/18,札幌ドーム,F,横尾俊建,右,空三振,Bs,大山暁史,左
9/18,札幌ドーム,F,大田泰示,右,二飛,Bs,大山暁史,左
9/19,Koboパーク宮城,F,西川遥輝,左,投ゴロ,E,美馬学,右
9/19,Koboパーク宮城,F,松本剛,右,二ゴロ,E,美馬学,右
9/19,Koboパーク宮城,F,レアード,右,空三振,E,美馬学,右
9/19,Koboパーク宮城,F,中田翔,右,二ゴロ,E,美馬学,右
9/19,Koboパーク宮城,F,横尾俊建,右,空三振,E,美馬学,右
9/19,Koboパーク宮城,F,大田泰示,右,左安,E,美馬学,右
9/19,Koboパーク宮城,F,太田賢吾,左,三ゴロ,E,美馬学,右
9/19,Koboパーク宮城,F,黒羽根利規,右,空三振,E,美馬学,右
9/19,Koboパーク宮城,F,石井一成,左,見三振,E,美馬学,右
9/19,Koboパーク宮城,F,西川遥輝,左,左飛,E,美馬学,右
9/19,Koboパーク宮城,F,松本剛,右,捕ゴロ,E,美馬学,右
9/19,Koboパーク宮城,F,レアード,右,空三振,E,美馬学,右
9/19,Koboパーク宮城,F,中田翔,右,遊ゴロ,E,美馬学,右
9/19,Koboパーク宮城,F,横尾俊建,右,右飛,E,美馬学,右
9/19,Koboパーク宮城,F,大田泰示,右,右安,E,美馬学,右
9/19,Koboパーク宮城,F,太田賢吾,左,一ゴロ,E,美馬学,右
9/19,Koboパーク宮城,F,黒羽根利規,右,左飛,E,美馬学,右
9/19,Koboパーク宮城,F,石井一成,左,空三振,E,美馬学,右
9/19,Koboパーク宮城,F,西川遥輝,左,左飛,E,美馬学,右
9/19,Koboパーク宮城,F,松本剛,右,遊ゴロ,E,美馬学,右
9/19,Koboパーク宮城,F,レアード,右,右飛,E,美馬学,右
9/19,Koboパーク宮城,F,中田翔,右,左飛,E,美馬学,右
9/19,Koboパーク宮城,F,横尾俊建,右,三邪飛,E,美馬学,右
9/19,Koboパーク宮城,F,大田泰示,右,投ゴロ,E,美馬学,右
9/19,Koboパーク宮城,F,渡邉諒,右,空三振,E,美馬学,右
9/19,Koboパーク宮城,F,ドレイク,右,投ゴロ,E,美馬学,右
9/19,Koboパーク宮城,F,石井一成,左,左飛,E,美馬学,右
9/19,Koboパーク宮城,F,西川遥輝,左,中安,E,美馬学,右
9/19,Koboパーク宮城,F,松本剛,右,三併打,E,美馬学,右
9/20,札幌ドーム,F,西川遥輝,左,空三振,H,バンデンハーク,右
9/20,札幌ドーム,F,松本剛,右,中飛,H,バンデンハーク,右
9/20,札幌ドーム,F,レアード,右,中安,H,バンデンハーク,右
9/20,札幌ドーム,F,中田翔,右,左安,H,バンデンハーク,右
9/20,札幌ドーム,F,大田泰示,右,空三振,H,バンデンハーク,右
9/20,札幌ドーム,F,髙濱祐仁,右,中飛,H,バンデンハーク,右
9/20,札幌ドーム,F,渡邉諒,右,見三振,H,バンデンハーク,右
9/20,札幌ドーム,F,清水優心,右,遊安,H,バンデンハーク,右
9/20,札幌ドーム,F,石井一成,左,一ゴロ,H,バンデンハーク,右
9/20,札幌ドーム,F,西川遥輝,左,右安,H,バンデンハーク,右
9/20,札幌ドーム,F,松本剛,右,二ゴロ,H,バンデンハーク,右
9/20,札幌ドーム,F,レアード,右,中安,H,バンデンハーク,右
9/20,札幌ドーム,F,中田翔,右,空三振,H,バンデンハーク,右
9/20,札幌ドーム,F,大田泰示,右,右２,H,バンデンハーク,右
9/20,札幌ドーム,F,髙濱祐仁,右,見三振,H,バンデンハーク,右
9/20,札幌ドーム,F,渡邉諒,右,空三振,H,バンデンハーク,右
9/20,札幌ドーム,F,清水優心,右,右飛,H,バンデンハーク,右
9/20,札幌ドーム,F,石井一成,左,空三振,H,バンデンハーク,右
9/20,札幌ドーム,F,西川遥輝,左,中飛,H,バンデンハーク,右
9/20,札幌ドーム,F,松本剛,右,空三振,H,バンデンハーク,右
9/20,札幌ドーム,F,レアード,右,四球,H,バンデンハーク,右
9/20,札幌ドーム,F,中田翔,右,三ゴロ,H,バンデンハーク,右
9/20,札幌ドーム,F,大田泰示,右,遊ゴロ,H,バンデンハーク,右
9/20,札幌ドーム,F,髙濱祐仁,右,中安,H,バンデンハーク,右
9/20,札幌ドーム,F,渡邉諒,右,四球,H,バンデンハーク,右
9/20,札幌ドーム,F,清水優心,右,遊併打,H,バンデンハーク,右
9/20,札幌ドーム,F,石井一成,左,左邪飛,H,嘉弥真新也,左
9/20,札幌ドーム,F,西川遥輝,左,遊ゴロ,H,嘉弥真新也,左
9/20,札幌ドーム,F,松本剛,右,二飛,H,五十嵐亮太,右
9/20,札幌ドーム,F,レアード,右,四球,H,岩嵜翔,右
9/20,札幌ドーム,F,中田翔,右,空三振,H,岩嵜翔,右
9/20,札幌ドーム,F,大田泰示,右,空三振,H,岩嵜翔,右
9/20,札幌ドーム,F,髙濱祐仁,右,二ゴロ,H,岩嵜翔,右
9/20,札幌ドーム,F,田中賢介,左,遊ゴロ,H,森唯斗,右
9/20,札幌ドーム,F,大野奨太,右,左飛,H,森唯斗,右
9/20,札幌ドーム,F,石井一成,左,遊飛,H,森唯斗,右
9/21,札幌ドーム,F,西川遥輝,左,二ゴロ,H,武田翔太,右
9/21,札幌ドーム,F,松本剛,右,死球,H,武田翔太,右
9/21,札幌ドーム,F,レアード,右,中飛,H,武田翔太,右
9/21,札幌ドーム,F,中田翔,右,中２,H,武田翔太,右
9/21,札幌ドーム,F,横尾俊建,右,二飛,H,武田翔太,右
9/21,札幌ドーム,F,大田泰示,右,見三振,H,武田翔太,右
9/21,札幌ドーム,F,髙濱祐仁,右,空三振,H,武田翔太,右
9/21,札幌ドーム,F,大野奨太,右,遊ゴロ,H,武田翔太,右
9/21,札幌ドーム,F,石井一成,左,中安,H,武田翔太,右
9/21,札幌ドーム,F,西川遥輝,左,右２,H,武田翔太,右
9/21,札幌ドーム,F,松本剛,右,右安,H,武田翔太,右
9/21,札幌ドーム,F,レアード,右,右飛,H,武田翔太,右
9/21,札幌ドーム,F,中田翔,右,空三振,H,武田翔太,右
9/21,札幌ドーム,F,横尾俊建,右,左本(2),H,武田翔太,右
9/21,札幌ドーム,F,大田泰示,右,右飛,H,武田翔太,右
9/21,札幌ドーム,F,髙濱祐仁,右,右安,H,武田翔太,右
9/21,札幌ドーム,F,大野奨太,右,捕犠打,H,武田翔太,右
9/21,札幌ドーム,F,石井一成,左,右飛,H,武田翔太,右
9/21,札幌ドーム,F,西川遥輝,左,遊ゴロ,H,武田翔太,右
9/21,札幌ドーム,F,松本剛,右,左飛,H,武田翔太,右
9/21,札幌ドーム,F,レアード,右,四球,H,武田翔太,右
9/21,札幌ドーム,F,中田翔,右,四球,H,武田翔太,右
9/21,札幌ドーム,F,横尾俊建,右,四球,H,武田翔太,右
9/21,札幌ドーム,F,大田泰示,右,右犠飛,H,武田翔太,右
9/21,札幌ドーム,F,髙濱祐仁,右,左飛,H,石川柊太,右
9/21,札幌ドーム,F,大野奨太,右,四球,H,石川柊太,右
9/21,札幌ドーム,F,石井一成,左,投犠打,H,石川柊太,右
9/21,札幌ドーム,F,西川遥輝,左,四球,H,石川柊太,右
9/21,札幌ドーム,F,松本剛,右,右飛,H,石川柊太,右
9/21,札幌ドーム,F,レアード,右,遊ゴロ,H,石川柊太,右
9/21,札幌ドーム,F,中田翔,右,空三振,H,寺原隼人,右
9/21,札幌ドーム,F,横尾俊建,右,三ゴロ,H,寺原隼人,右
9/21,札幌ドーム,F,大田泰示,右,三安,H,寺原隼人,右
9/21,札幌ドーム,F,髙濱祐仁,右,二ゴロ,H,寺原隼人,右
9/21,札幌ドーム,F,清水優心,右,左飛,H,飯田優也,左
9/21,札幌ドーム,F,石井一成,左,四球,H,飯田優也,左
9/21,札幌ドーム,F,西川遥輝,左,四球,H,飯田優也,左
9/21,札幌ドーム,F,松本剛,右,三ゴロ,H,五十嵐亮太,右
9/21,札幌ドーム,F,レアード,右,四球,H,五十嵐亮太,右
9/21,札幌ドーム,F,太田賢吾,左,三直,H,五十嵐亮太,右
9/23,ZOZOマリン,F,西川遥輝,左,遊直,M,関谷亮太,右
9/23,ZOZOマリン,F,松本剛,右,空三振,M,関谷亮太,右
9/23,ZOZOマリン,F,大谷翔平,左,空三振,M,関谷亮太,右
9/23,ZOZOマリン,F,中田翔,右,三安,M,関谷亮太,右
9/23,ZOZOマリン,F,レアード,右,右飛,M,関谷亮太,右
9/23,ZOZOマリン,F,横尾俊建,右,空三振,M,関谷亮太,右
9/23,ZOZOマリン,F,大田泰示,右,三ゴロ,M,関谷亮太,右
9/23,ZOZOマリン,F,清水優心,右,遊ゴロ,M,関谷亮太,右
9/23,ZOZOマリン,F,石井一成,左,中飛,M,関谷亮太,右
9/23,ZOZOマリン,F,西川遥輝,左,四球,M,関谷亮太,右
9/23,ZOZOマリン,F,松本剛,右,中飛,M,関谷亮太,右
9/23,ZOZOマリン,F,大谷翔平,左,空三振,M,関谷亮太,右
9/23,ZOZOマリン,F,中田翔,右,空三振,M,関谷亮太,右
9/23,ZOZOマリン,F,レアード,右,二飛,M,関谷亮太,右
9/23,ZOZOマリン,F,横尾俊建,右,左安,M,関谷亮太,右
9/23,ZOZOマリン,F,大田泰示,右,三併打,M,関谷亮太,右
9/23,ZOZOマリン,F,清水優心,右,空三振,M,関谷亮太,右
9/23,ZOZOマリン,F,石井一成,左,右２,M,関谷亮太,右
9/23,ZOZOマリン,F,西川遥輝,左,見三振,M,関谷亮太,右
9/23,ZOZOマリン,F,松本剛,右,左２,M,関谷亮太,右
9/23,ZOZOマリン,F,大谷翔平,左,遊飛,M,関谷亮太,右
9/23,ZOZOマリン,F,中田翔,右,右安,M,関谷亮太,右
9/23,ZOZOマリン,F,レアード,右,遊失,M,関谷亮太,右
9/23,ZOZOマリン,F,横尾俊建,右,空三振,M,関谷亮太,右
9/23,ZOZOマリン,F,大田泰示,右,左飛,M,関谷亮太,右
9/23,ZOZOマリン,F,清水優心,右,空三振,M,関谷亮太,右
9/23,ZOZOマリン,F,石井一成,左,中安,M,関谷亮太,右
9/23,ZOZOマリン,F,西川遥輝,左,二ゴロ,M,関谷亮太,右
9/23,ZOZOマリン,F,松本剛,右,中飛,M,有吉優樹,右
9/23,ZOZOマリン,F,大谷翔平,左,右本(1),M,有吉優樹,右
9/23,ZOZOマリン,F,中田翔,右,右２,M,有吉優樹,右
9/23,ZOZOマリン,F,レアード,右,左飛,M,有吉優樹,右
9/23,ZOZOマリン,F,横尾俊建,右,四球,M,有吉優樹,右
9/23,ZOZOマリン,F,大田泰示,右,右飛,M,有吉優樹,右
9/23,ZOZOマリン,F,清水優心,右,空三振,M,チェン・グァンユウ,左
9/23,ZOZOマリン,F,石井一成,左,空三振,M,チェン・グァンユウ,左
9/23,ZOZOマリン,F,西川遥輝,左,遊飛,M,チェン・グァンユウ,左
9/24,ZOZOマリン,F,西川遥輝,左,二ゴロ,M,涌井秀章,右
9/24,ZOZOマリン,F,松本剛,右,見三振,M,涌井秀章,右
9/24,ZOZOマリン,F,大谷翔平,左,空三振,M,涌井秀章,右
9/24,ZOZOマリン,F,中田翔,右,一邪飛,M,涌井秀章,右
9/24,ZOZOマリン,F,レアード,右,見三振,M,涌井秀章,右
9/24,ZOZOマリン,F,横尾俊建,右,見三振,M,涌井秀章,右
9/24,ZOZOマリン,F,大田泰示,右,右飛,M,涌井秀章,右
9/24,ZOZOマリン,F,清水優心,右,空三振,M,涌井秀章,右
9/24,ZOZOマリン,F,石井一成,左,見三振,M,涌井秀章,右
9/24,ZOZOマリン,F,西川遥輝,左,一ゴロ,M,涌井秀章,右
9/24,ZOZOマリン,F,松本剛,右,空三振,M,涌井秀章,右
9/24,ZOZOマリン,F,大谷翔平,左,空三振,M,涌井秀章,右
9/24,ZOZOマリン,F,中田翔,右,中安,M,涌井秀章,右
9/24,ZOZOマリン,F,レアード,右,中飛,M,涌井秀章,右
9/24,ZOZOマリン,F,横尾俊建,右,空三振,M,涌井秀章,右
9/24,ZOZOマリン,F,大田泰示,右,二ゴロ,M,涌井秀章,右
9/24,ZOZOマリン,F,清水優心,右,左安,M,涌井秀章,右
9/24,ZOZOマリン,F,石井一成,左,投ゴロ,M,松永昂大,左
9/24,ZOZOマリン,F,西川遥輝,左,二直,M,松永昂大,左
9/24,ZOZOマリン,F,松本剛,右,右安,M,南昌輝,右
9/24,ZOZOマリン,F,大谷翔平,左,四球,M,南昌輝,右
9/24,ZOZOマリン,F,中田翔,右,左安,M,南昌輝,右
9/24,ZOZOマリン,F,レアード,右,中安,M,南昌輝,右
9/24,ZOZOマリン,F,横尾俊建,右,空三振,M,南昌輝,右
9/24,ZOZOマリン,F,大田泰示,右,左飛,M,南昌輝,右
9/24,ZOZOマリン,F,清水優心,右,中安,M,大谷智久,右
9/24,ZOZOマリン,F,石井一成,左,捕犠打,M,大谷智久,右
9/24,ZOZOマリン,F,西川遥輝,左,中３,M,大谷智久,右
9/24,ZOZOマリン,F,松本剛,右,一邪飛,M,大谷智久,右
9/24,ZOZOマリン,F,大谷翔平,左,四球,M,大谷智久,右
9/24,ZOZOマリン,F,太田賢吾,左,二ゴロ,M,大谷智久,右
9/24,ZOZOマリン,F,レアード,右,遊ゴロ,M,内竜也,右
9/24,ZOZOマリン,F,横尾俊建,右,空三振,M,内竜也,右
9/24,ZOZOマリン,F,大田泰示,右,四球,M,内竜也,右
9/24,ZOZOマリン,F,清水優心,右,投ゴロ,M,内竜也,右
9/24,ZOZOマリン,F,石井一成,左,見三振,M,チェン・グァンユウ,左
9/24,ZOZOマリン,F,西川遥輝,左,空三振,M,チェン・グァンユウ,左
9/24,ZOZOマリン,F,松本剛,右,一飛,M,チェン・グァンユウ,左
9/24,ZOZOマリン,F,大谷翔平,左,空三振,M,チェン・グァンユウ,左
9/24,ZOZOマリン,F,ドレイク,右,三邪飛,M,チェン・グァンユウ,左
9/24,ZOZOマリン,F,レアード,右,三ゴロ,M,チェン・グァンユウ,左
9/24,ZOZOマリン,F,横尾俊建,右,四球,M,田中靖洋,右
9/24,ZOZOマリン,F,大田泰示,右,二ゴロ,M,田中靖洋,右
9/24,ZOZOマリン,F,清水優心,右,三ゴロ,M,田中靖洋,右
9/24,ZOZOマリン,F,石井一成,左,空三振,M,田中靖洋,右
9/26,京セラD大阪,F,西川遥輝,左,空三振,Bs,山本由伸,右
9/26,京セラD大阪,F,松本剛,右,空三振,Bs,山本由伸,右
9/26,京セラD大阪,F,大谷翔平,左,空三振,Bs,山本由伸,右
9/26,京セラD大阪,F,中田翔,右,左安,Bs,山本由伸,右
9/26,京セラD大阪,F,レアード,右,見三振,Bs,山本由伸,右
