日付,球場,自TM,打者,席,結果,相手TM,投手,腕
8/26,メットライフ,L,炭谷銀仁朗,右,遊ゴロ,Bs,山岡泰輔,右
8/26,メットライフ,L,金子侑司,両,見三振,Bs,山岡泰輔,右
8/26,メットライフ,L,秋山翔吾,左,空三振,Bs,山岡泰輔,右
8/26,メットライフ,L,源田壮亮,左,投ゴロ,Bs,山岡泰輔,右
8/26,メットライフ,L,浅村栄斗,右,遊安,Bs,山岡泰輔,右
8/26,メットライフ,L,山川穂高,右,二ゴロ,Bs,山岡泰輔,右
8/26,メットライフ,L,メヒア,右,一飛,Bs,山岡泰輔,右
8/26,メットライフ,L,呉念庭,左,左飛,Bs,山岡泰輔,右
8/26,メットライフ,L,外崎修汰,右,二直,Bs,山岡泰輔,右
8/26,メットライフ,L,炭谷銀仁朗,右,空三振,Bs,山岡泰輔,右
8/26,メットライフ,L,金子侑司,両,二ゴロ,Bs,山岡泰輔,右
8/26,メットライフ,L,秋山翔吾,左,二安,Bs,山岡泰輔,右
8/26,メットライフ,L,源田壮亮,左,中安,Bs,山岡泰輔,右
8/26,メットライフ,L,浅村栄斗,右,空三振,Bs,山岡泰輔,右
8/26,メットライフ,L,山川穂高,右,遊併打,Bs,山岡泰輔,右
8/26,メットライフ,L,メヒア,右,空三振,Bs,山岡泰輔,右
8/26,メットライフ,L,呉念庭,左,二ゴロ,Bs,山岡泰輔,右
8/26,メットライフ,L,外崎修汰,右,左２,Bs,山岡泰輔,右
8/26,メットライフ,L,森友哉,左,二ゴロ,Bs,山岡泰輔,右
8/26,メットライフ,L,金子侑司,両,空三振,Bs,山岡泰輔,右
8/26,メットライフ,L,秋山翔吾,左,見三振,Bs,山岡泰輔,右
8/26,メットライフ,L,源田壮亮,左,二ゴロ,Bs,山岡泰輔,右
8/26,メットライフ,L,浅村栄斗,右,右飛,Bs,山岡泰輔,右
8/26,メットライフ,L,山川穂高,右,右安,Bs,山岡泰輔,右
8/26,メットライフ,L,メヒア,右,左飛,Bs,山岡泰輔,右
8/26,メットライフ,L,坂田遼,左,右安,Bs,山岡泰輔,右
8/26,メットライフ,L,外崎修汰,右,三安,Bs,山岡泰輔,右
8/26,メットライフ,L,森友哉,左,空三振,Bs,山岡泰輔,右
8/27,メットライフ,L,外崎修汰,右,四球,Bs,松葉貴大,左
8/27,メットライフ,L,源田壮亮,左,中安,Bs,松葉貴大,左
8/27,メットライフ,L,秋山翔吾,左,左犠飛,Bs,松葉貴大,左
8/27,メットライフ,L,浅村栄斗,右,左安,Bs,松葉貴大,左
8/27,メットライフ,L,山川穂高,右,左本(1),Bs,松葉貴大,左
8/27,メットライフ,L,森友哉,左,右２,Bs,松葉貴大,左
8/27,メットライフ,L,栗山巧,左,二ゴロ,Bs,松葉貴大,左
8/27,メットライフ,L,岡田雅利,右,空三振,Bs,松葉貴大,左
8/27,メットライフ,L,呉念庭,左,右安,Bs,松葉貴大,左
8/27,メットライフ,L,外崎修汰,右,空三振,Bs,松葉貴大,左
8/27,メットライフ,L,源田壮亮,左,遊安,Bs,松葉貴大,左
8/27,メットライフ,L,秋山翔吾,左,左安,Bs,松葉貴大,左
8/27,メットライフ,L,浅村栄斗,右,遊飛,Bs,松葉貴大,左
8/27,メットライフ,L,山川穂高,右,右飛,Bs,金田和之,右
8/27,メットライフ,L,森友哉,左,中２,Bs,金田和之,右
8/27,メットライフ,L,栗山巧,左,一ゴロ,Bs,金田和之,右
8/27,メットライフ,L,岡田雅利,右,中安,Bs,金田和之,右
8/27,メットライフ,L,呉念庭,左,中飛,Bs,金田和之,右
8/27,メットライフ,L,外崎修汰,右,投ゴロ,Bs,金田和之,右
8/27,メットライフ,L,源田壮亮,左,二ゴロ,Bs,金田和之,右
8/27,メットライフ,L,秋山翔吾,左,右安,Bs,金田和之,右
8/27,メットライフ,L,浅村栄斗,右,遊ゴロ,Bs,金田和之,右
8/27,メットライフ,L,山川穂高,右,見三振,Bs,小林慶祐,右
8/27,メットライフ,L,森友哉,左,空三振,Bs,小林慶祐,右
8/27,メットライフ,L,栗山巧,左,空三振,Bs,小林慶祐,右
8/27,メットライフ,L,水口大地,左,二ゴロ,Bs,ヘルメン,右
8/27,メットライフ,L,呉念庭,左,二ゴロ,Bs,ヘルメン,右
8/27,メットライフ,L,外崎修汰,右,見三振,Bs,ヘルメン,右
8/27,メットライフ,L,源田壮亮,左,空三振,Bs,黒木優太,右
8/27,メットライフ,L,秋山翔吾,左,左飛,Bs,黒木優太,右
8/27,メットライフ,L,浅村栄斗,右,死球,Bs,黒木優太,右
8/27,メットライフ,L,山川穂高,右,四球,Bs,黒木優太,右
8/27,メットライフ,L,森友哉,左,四球,Bs,黒木優太,右
8/27,メットライフ,L,金子侑司,両,中２,Bs,黒木優太,右
8/27,メットライフ,L,炭谷銀仁朗,右,空三振,Bs,黒木優太,右
8/27,メットライフ,L,呉念庭,左,四球,Bs,近藤大亮,右
8/27,メットライフ,L,外崎修汰,右,空三振,Bs,近藤大亮,右
8/27,メットライフ,L,源田壮亮,左,中飛,Bs,近藤大亮,右
8/27,メットライフ,L,秋山翔吾,左,中飛,Bs,近藤大亮,右
8/27,メットライフ,L,浅村栄斗,右,中飛,Bs,平野佳寿,右
8/27,メットライフ,L,山川穂高,右,左本(1),Bs,平野佳寿,右
8/27,メットライフ,L,森友哉,左,四球,Bs,平野佳寿,右
8/27,メットライフ,L,金子侑司,両,一直,Bs,平野佳寿,右
8/29,Koboパーク宮城,L,源田壮亮,左,空三振,E,塩見貴洋,左
8/29,Koboパーク宮城,L,森友哉,左,一ゴロ,E,塩見貴洋,左
8/29,Koboパーク宮城,L,秋山翔吾,左,二ゴロ,E,塩見貴洋,左
8/29,Koboパーク宮城,L,浅村栄斗,右,中飛,E,塩見貴洋,左
8/29,Koboパーク宮城,L,山川穂高,右,空三振,E,塩見貴洋,左
8/29,Koboパーク宮城,L,坂田遼,左,右飛,E,塩見貴洋,左
8/29,Koboパーク宮城,L,外崎修汰,右,左飛,E,塩見貴洋,左
8/29,Koboパーク宮城,L,岡田雅利,右,中飛,E,塩見貴洋,左
8/29,Koboパーク宮城,L,金子侑司,両,三ゴロ,E,塩見貴洋,左
8/29,Koboパーク宮城,L,源田壮亮,左,中安,E,塩見貴洋,左
8/29,Koboパーク宮城,L,森友哉,左,右安,E,塩見貴洋,左
8/29,Koboパーク宮城,L,秋山翔吾,左,中犠飛,E,塩見貴洋,左
8/29,Koboパーク宮城,L,浅村栄斗,右,左２,E,塩見貴洋,左
8/29,Koboパーク宮城,L,山川穂高,右,空三振,E,塩見貴洋,左
8/29,Koboパーク宮城,L,坂田遼,左,空三振,E,塩見貴洋,左
8/29,Koboパーク宮城,L,外崎修汰,右,中安,E,塩見貴洋,左
8/29,Koboパーク宮城,L,岡田雅利,右,左飛,E,塩見貴洋,左
8/29,Koboパーク宮城,L,金子侑司,両,中飛,E,塩見貴洋,左
8/29,Koboパーク宮城,L,源田壮亮,左,中飛,E,塩見貴洋,左
8/29,Koboパーク宮城,L,森友哉,左,四球,E,塩見貴洋,左
8/29,Koboパーク宮城,L,秋山翔吾,左,右安,E,塩見貴洋,左
8/29,Koboパーク宮城,L,浅村栄斗,右,左安,E,塩見貴洋,左
8/29,Koboパーク宮城,L,山川穂高,右,空三振,E,塩見貴洋,左
8/29,Koboパーク宮城,L,坂田遼,左,見三振,E,塩見貴洋,左
8/29,Koboパーク宮城,L,外崎修汰,右,中飛,E,森原康平,右
8/29,Koboパーク宮城,L,岡田雅利,右,左２,E,高梨雄平,左
8/29,Koboパーク宮城,L,金子侑司,両,空三振,E,高梨雄平,左
8/29,Koboパーク宮城,L,源田壮亮,左,遊安,E,高梨雄平,左
8/29,Koboパーク宮城,L,森友哉,左,三邪飛,E,高梨雄平,左
8/29,Koboパーク宮城,L,秋山翔吾,左,左飛,E,高梨雄平,左
8/29,Koboパーク宮城,L,浅村栄斗,右,投ゴロ,E,福山博之,右
8/29,Koboパーク宮城,L,山川穂高,右,遊ゴロ,E,福山博之,右
8/29,Koboパーク宮城,L,木村文紀,右,中安,E,福山博之,右
8/29,Koboパーク宮城,L,外崎修汰,右,遊ゴロ,E,福山博之,右
8/29,Koboパーク宮城,L,岡田雅利,右,中安,E,ハーマン,右
8/29,Koboパーク宮城,L,金子侑司,両,投ゴロ,E,ハーマン,右
8/29,Koboパーク宮城,L,源田壮亮,左,三邪飛,E,ハーマン,右
8/29,Koboパーク宮城,L,森友哉,左,右安,E,ハーマン,右
8/29,Koboパーク宮城,L,秋山翔吾,左,四球,E,ハーマン,右
8/29,Koboパーク宮城,L,浅村栄斗,右,右飛,E,ハーマン,右
8/30,Koboパーク宮城,L,源田壮亮,左,遊ゴロ,E,美馬学,右
8/30,Koboパーク宮城,L,森友哉,左,左安,E,美馬学,右
8/30,Koboパーク宮城,L,秋山翔吾,左,四球,E,美馬学,右
8/30,Koboパーク宮城,L,浅村栄斗,右,右飛,E,美馬学,右
8/30,Koboパーク宮城,L,山川穂高,右,中安,E,美馬学,右
8/30,Koboパーク宮城,L,外崎修汰,右,左２,E,美馬学,右
8/30,Koboパーク宮城,L,呉念庭,左,捕野選,E,美馬学,右
8/30,Koboパーク宮城,L,岡田雅利,右,見三振,E,美馬学,右
8/30,Koboパーク宮城,L,金子侑司,両,二併打,E,美馬学,右
8/30,Koboパーク宮城,L,源田壮亮,左,二ゴロ,E,美馬学,右
8/30,Koboパーク宮城,L,森友哉,左,空三振,E,美馬学,右
8/30,Koboパーク宮城,L,秋山翔吾,左,一安,E,美馬学,右
8/30,Koboパーク宮城,L,浅村栄斗,右,三ゴロ,E,美馬学,右
8/30,Koboパーク宮城,L,山川穂高,右,見三振,E,美馬学,右
8/30,Koboパーク宮城,L,外崎修汰,右,四球,E,美馬学,右
8/30,Koboパーク宮城,L,呉念庭,左,右３,E,美馬学,右
8/30,Koboパーク宮城,L,岡田雅利,右,四球,E,美馬学,右
8/30,Koboパーク宮城,L,金子侑司,両,空三振,E,美馬学,右
8/30,Koboパーク宮城,L,源田壮亮,左,遊ゴロ,E,美馬学,右
8/30,Koboパーク宮城,L,森友哉,左,空三振,E,美馬学,右
8/30,Koboパーク宮城,L,秋山翔吾,左,右安,E,美馬学,右
8/30,Koboパーク宮城,L,浅村栄斗,右,右本(2),E,美馬学,右
8/30,Koboパーク宮城,L,山川穂高,右,見三振,E,美馬学,右
8/30,Koboパーク宮城,L,外崎修汰,右,中安,E,美馬学,右
8/30,Koboパーク宮城,L,呉念庭,左,左安,E,美馬学,右
8/30,Koboパーク宮城,L,岡田雅利,右,左２,E,美馬学,右
8/30,Koboパーク宮城,L,金子侑司,両,遊ゴロ,E,美馬学,右
8/30,Koboパーク宮城,L,源田壮亮,左,遊飛,E,高梨雄平,左
8/30,Koboパーク宮城,L,森友哉,左,投ゴロ,E,高梨雄平,左
8/30,Koboパーク宮城,L,秋山翔吾,左,逸振逃,E,高梨雄平,左
8/30,Koboパーク宮城,L,浅村栄斗,右,左安,E,高梨雄平,左
8/30,Koboパーク宮城,L,山川穂高,右,中本(3),E,高梨雄平,左
8/30,Koboパーク宮城,L,外崎修汰,右,三ゴロ,E,高梨雄平,左
8/30,Koboパーク宮城,L,呉念庭,左,中飛,E,久保裕也,右
8/30,Koboパーク宮城,L,岡田雅利,右,右飛,E,久保裕也,右
8/30,Koboパーク宮城,L,金子侑司,両,遊ゴロ,E,久保裕也,右
8/30,Koboパーク宮城,L,源田壮亮,左,空三振,E,濱矢廣大,左
8/30,Koboパーク宮城,L,メヒア,右,四球,E,濱矢廣大,左
8/30,Koboパーク宮城,L,秋山翔吾,左,右安,E,濱矢廣大,左
8/30,Koboパーク宮城,L,浅村栄斗,右,二飛,E,濱矢廣大,左
8/30,Koboパーク宮城,L,山川穂高,右,四球,E,濱矢廣大,左
8/30,Koboパーク宮城,L,外崎修汰,右,三邪飛,E,濱矢廣大,左
8/31,Koboパーク宮城,L,源田壮亮,左,三ゴロ,E,安樂智大,右
8/31,Koboパーク宮城,L,森友哉,左,左飛,E,安樂智大,右
8/31,Koboパーク宮城,L,秋山翔吾,左,右２,E,安樂智大,右
8/31,Koboパーク宮城,L,浅村栄斗,右,見三振,E,安樂智大,右
8/31,Koboパーク宮城,L,山川穂高,右,四球,E,安樂智大,右
8/31,Koboパーク宮城,L,外崎修汰,右,空三振,E,安樂智大,右
8/31,Koboパーク宮城,L,呉念庭,左,左安,E,安樂智大,右
8/31,Koboパーク宮城,L,炭谷銀仁朗,右,右犠飛,E,安樂智大,右
8/31,Koboパーク宮城,L,金子侑司,両,左安,E,安樂智大,右
8/31,Koboパーク宮城,L,源田壮亮,左,死球,E,安樂智大,右
8/31,Koboパーク宮城,L,森友哉,左,右２,E,安樂智大,右
8/31,Koboパーク宮城,L,秋山翔吾,左,左安,E,安樂智大,右
8/31,Koboパーク宮城,L,浅村栄斗,右,中飛,E,安樂智大,右
8/31,Koboパーク宮城,L,山川穂高,右,一ゴロ,E,安樂智大,右
8/31,Koboパーク宮城,L,外崎修汰,右,空三振,E,安樂智大,右
8/31,Koboパーク宮城,L,呉念庭,左,四球,E,安樂智大,右
8/31,Koboパーク宮城,L,炭谷銀仁朗,右,捕犠打,E,安樂智大,右
8/31,Koboパーク宮城,L,金子侑司,両,遊ゴロ,E,安樂智大,右
8/31,Koboパーク宮城,L,源田壮亮,左,三失,E,安樂智大,右
8/31,Koboパーク宮城,L,森友哉,左,二ゴロ,E,安樂智大,右
8/31,Koboパーク宮城,L,秋山翔吾,左,右安,E,安樂智大,右
8/31,Koboパーク宮城,L,浅村栄斗,右,空三振,E,安樂智大,右
8/31,Koboパーク宮城,L,山川穂高,右,中飛,E,安樂智大,右
8/31,Koboパーク宮城,L,外崎修汰,右,中飛,E,安樂智大,右
8/31,Koboパーク宮城,L,呉念庭,左,二ゴロ,E,安樂智大,右
8/31,Koboパーク宮城,L,炭谷銀仁朗,右,中飛,E,安樂智大,右
8/31,Koboパーク宮城,L,金子侑司,両,空三振,E,濱矢廣大,左
8/31,Koboパーク宮城,L,源田壮亮,左,四球,E,濱矢廣大,左
8/31,Koboパーク宮城,L,森友哉,左,右安,E,濱矢廣大,左
8/31,Koboパーク宮城,L,秋山翔吾,左,右犠飛,E,濱矢廣大,左
8/31,Koboパーク宮城,L,浅村栄斗,右,中安,E,森原康平,右
8/31,Koboパーク宮城,L,山川穂高,右,中飛,E,森原康平,右
8/31,Koboパーク宮城,L,外崎修汰,右,二ゴロ,E,森原康平,右
8/31,Koboパーク宮城,L,呉念庭,左,左飛,E,森原康平,右
8/31,Koboパーク宮城,L,炭谷銀仁朗,右,空三振,E,森原康平,右
8/31,Koboパーク宮城,L,金子侑司,両,空三振,E,青山浩二,右
8/31,Koboパーク宮城,L,源田壮亮,左,空三振,E,青山浩二,右
8/31,Koboパーク宮城,L,栗山巧,左,三邪飛,E,青山浩二,右
9/1,ほっと神戸,L,秋山翔吾,左,左２,Bs,ディクソン,右
9/1,ほっと神戸,L,森友哉,左,右飛,Bs,ディクソン,右
9/1,ほっと神戸,L,浅村栄斗,右,二邪飛,Bs,ディクソン,右
9/1,ほっと神戸,L,山川穂高,右,遊ゴロ,Bs,ディクソン,右
9/1,ほっと神戸,L,栗山巧,左,左安,Bs,ディクソン,右
9/1,ほっと神戸,L,呉念庭,左,遊安,Bs,ディクソン,右
9/1,ほっと神戸,L,外崎修汰,右,空三振,Bs,ディクソン,右
9/1,ほっと神戸,L,岡田雅利,右,空三振,Bs,ディクソン,右
9/1,ほっと神戸,L,源田壮亮,左,遊ゴロ,Bs,ディクソン,右
9/1,ほっと神戸,L,秋山翔吾,左,一ゴロ,Bs,ディクソン,右
9/1,ほっと神戸,L,森友哉,左,右安,Bs,ディクソン,右
9/1,ほっと神戸,L,浅村栄斗,右,死球,Bs,ディクソン,右
9/1,ほっと神戸,L,山川穂高,右,中安,Bs,ディクソン,右
9/1,ほっと神戸,L,栗山巧,左,左２,Bs,ディクソン,右
9/1,ほっと神戸,L,呉念庭,左,右安,Bs,ディクソン,右
9/1,ほっと神戸,L,外崎修汰,右,左安,Bs,ディクソン,右
9/1,ほっと神戸,L,岡田雅利,右,中安,Bs,ディクソン,右
9/1,ほっと神戸,L,源田壮亮,左,中飛,Bs,大山暁史,左
9/1,ほっと神戸,L,秋山翔吾,左,二ゴロ,Bs,大山暁史,左
9/1,ほっと神戸,L,森友哉,左,右飛,Bs,大山暁史,左
9/1,ほっと神戸,L,浅村栄斗,右,空三振,Bs,大山暁史,左
9/1,ほっと神戸,L,山川穂高,右,右飛,Bs,大山暁史,左
9/1,ほっと神戸,L,栗山巧,左,中安,Bs,大山暁史,左
9/1,ほっと神戸,L,呉念庭,左,投併打,Bs,大山暁史,左
9/1,ほっと神戸,L,外崎修汰,右,遊ゴロ,Bs,大山暁史,左
9/1,ほっと神戸,L,岡田雅利,右,投ゴロ,Bs,金田和之,右
9/1,ほっと神戸,L,源田壮亮,左,左飛,Bs,金田和之,右
9/1,ほっと神戸,L,秋山翔吾,左,空三振,Bs,金田和之,右
9/1,ほっと神戸,L,森友哉,左,二ゴロ,Bs,金田和之,右
9/1,ほっと神戸,L,浅村栄斗,右,中飛,Bs,金田和之,右
9/1,ほっと神戸,L,山川穂高,右,四球,Bs,金田和之,右
9/1,ほっと神戸,L,栗山巧,左,一ゴロ,Bs,金田和之,右
9/1,ほっと神戸,L,呉念庭,左,遊ゴロ,Bs,小林慶祐,右
9/1,ほっと神戸,L,外崎修汰,右,空三振,Bs,小林慶祐,右
9/1,ほっと神戸,L,岡田雅利,右,左安,Bs,小林慶祐,右
9/1,ほっと神戸,L,源田壮亮,左,空三振,Bs,小林慶祐,右
9/1,ほっと神戸,L,秋山翔吾,左,二ゴロ,Bs,近藤大亮,右
9/1,ほっと神戸,L,森友哉,左,空三振,Bs,近藤大亮,右
9/1,ほっと神戸,L,浅村栄斗,右,左安,Bs,近藤大亮,右
9/1,ほっと神戸,L,山川穂高,右,左本(2),Bs,近藤大亮,右
9/1,ほっと神戸,L,木村文紀,右,投ゴロ,Bs,近藤大亮,右
9/2,京セラD大阪,L,呉念庭,左,空三振,Bs,山岡泰輔,右
9/2,京セラD大阪,L,源田壮亮,左,遊ゴロ,Bs,山岡泰輔,右
9/2,京セラD大阪,L,秋山翔吾,左,空三振,Bs,山岡泰輔,右
9/2,京セラD大阪,L,浅村栄斗,右,空三振,Bs,山岡泰輔,右
9/2,京セラD大阪,L,山川穂高,右,四球,Bs,山岡泰輔,右
9/2,京セラD大阪,L,メヒア,右,左安,Bs,山岡泰輔,右
9/2,京セラD大阪,L,栗山巧,左,中安,Bs,山岡泰輔,右
9/2,京セラD大阪,L,外崎修汰,右,右飛,Bs,山岡泰輔,右
9/2,京セラD大阪,L,岡田雅利,右,右飛,Bs,山岡泰輔,右
9/2,京セラD大阪,L,呉念庭,左,左２,Bs,山岡泰輔,右
9/2,京セラD大阪,L,源田壮亮,左,一ゴロ,Bs,山岡泰輔,右
9/2,京セラD大阪,L,秋山翔吾,左,遊飛,Bs,山岡泰輔,右
9/2,京セラD大阪,L,浅村栄斗,右,空三振,Bs,山岡泰輔,右
9/2,京セラD大阪,L,山川穂高,右,見三振,Bs,山岡泰輔,右
9/2,京セラD大阪,L,メヒア,右,四球,Bs,山岡泰輔,右
9/2,京セラD大阪,L,栗山巧,左,左飛,Bs,山岡泰輔,右
9/2,京セラD大阪,L,外崎修汰,右,右２,Bs,山岡泰輔,右
9/2,京セラD大阪,L,岡田雅利,右,左飛,Bs,山岡泰輔,右
9/2,京セラD大阪,L,呉念庭,左,中飛,Bs,山岡泰輔,右
9/2,京セラD大阪,L,源田壮亮,左,遊飛,Bs,山岡泰輔,右
9/2,京セラD大阪,L,秋山翔吾,左,空三振,Bs,山岡泰輔,右
9/2,京セラD大阪,L,浅村栄斗,右,空三振,Bs,山岡泰輔,右
9/2,京セラD大阪,L,山川穂高,右,左飛,Bs,山岡泰輔,右
9/2,京セラD大阪,L,メヒア,右,遊ゴロ,Bs,山岡泰輔,右
9/2,京セラD大阪,L,栗山巧,左,二ゴロ,Bs,黒木優太,右
9/2,京セラD大阪,L,外崎修汰,右,左２,Bs,黒木優太,右
9/2,京セラD大阪,L,森友哉,左,二安,Bs,黒木優太,右
9/2,京セラD大阪,L,呉念庭,左,中犠飛,Bs,黒木優太,右
9/2,京セラD大阪,L,源田壮亮,左,遊ゴロ,Bs,黒木優太,右
9/2,京セラD大阪,L,秋山翔吾,左,中飛,Bs,近藤大亮,右
