自TM,相手TM,球場,日付,HA,ナ,先,順,途,交,CB,捕逸,代点,守備,名前,打率,打数,得点,安打,打点,三振,四死,犠打,盗塁,失策,本塁打,1回,2回,3回,4回,5回,6回,7回,8回,9回,10回,11回,12回
日本ハム,ロッテ,ZOZOマリン,7/2,1,0,,10,投,投,0,0,0,投,宮西尚生,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ロッテ,ZOZOマリン,7/2,1,0,,10,投,投,0,0,0,投,白村明弘,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ロッテ,ZOZOマリン,7/2,1,0,,10,投,投,0,0,0,投,玉井大翔,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ロッテ,ZOZOマリン,7/2,1,0,,10,投,,0,0,0,投,公文克彦,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,東京ドーム,7/3,0,1,1,1,,守,0,0,0,(右),ドレイク,.000,4,0,0,0,0,0,0,0,0,0,遊飛,,遊ゴロ,,二ゴロ,,二飛,,,,,
日本ハム,西武,東京ドーム,7/3,0,1,,1,守,打,0,0,0,捕,大野奨太,.223,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,東京ドーム,7/3,0,1,,1,打,,0,0,0,打,松本剛,.293,1,0,0,0,1,0,0,0,0,0,,,,,,,,,空三振,,,
日本ハム,西武,東京ドーム,7/3,0,1,2,2,,,0,0,0,(中),西川遥輝,.311,4,1,2,1,0,1,0,1,0,0,四球,,中飛,,一ゴロ,,二安,,中安,,,
日本ハム,西武,東京ドーム,7/3,0,1,3,3,,,0,0,0,(一),中田翔,.239,5,1,1,2,1,0,0,0,0,1,右本(2),,遊ゴロ,,,空三振,二ゴロ,,三ゴロ,,,
日本ハム,西武,東京ドーム,7/3,0,1,4,4,,,0,0,0,(三),レアード,.246,4,1,1,1,0,0,0,0,0,1,遊ゴロ,,,左本(1),,中飛,,中飛,,,,
日本ハム,西武,東京ドーム,7/3,0,1,5,5,,走,0,0,0,(指),大谷翔平,.433,1,0,1,0,0,1,0,0,0,0,四球,,,右２,,,,,,,,
日本ハム,西武,東京ドーム,7/3,0,1,,5,走,,0,0,0,走指,田中賢介,.244,2,0,1,0,0,0,0,1,0,0,,,,,,右安,,遊ゴロ,,,,
日本ハム,西武,東京ドーム,7/3,0,1,6,6,,,0,0,0,(左),大田泰示,.263,4,0,1,0,2,0,0,0,0,0,空三振,,,遊ゴロ,,空三振,,右安,,,,
日本ハム,西武,東京ドーム,7/3,0,1,7,7,,,0,0,0,(二),石井一成,.190,3,1,1,0,1,1,0,0,0,0,,見三振,,遊ゴロ,,,中安,四球,,,,
日本ハム,西武,東京ドーム,7/3,0,1,8,8,,打,0,0,0,(捕),清水優心,.149,2,0,0,0,1,0,0,0,1,0,,遊直,,空三振,,,,,,,,
日本ハム,西武,東京ドーム,7/3,0,1,,8,打,,0,0,0,打右,杉谷拳士,.156,2,0,1,0,0,0,0,0,0,0,,,,,,,右安,二ゴロ,,,,
日本ハム,西武,東京ドーム,7/3,0,1,9,9,,,0,0,0,(遊),中島卓也,.174,3,0,0,0,2,0,1,0,0,0,,空三振,,,三ゴロ,,投犠打,,空三振,,,
日本ハム,西武,東京ドーム,7/3,0,1,,10,,投,0,0,0,(投),高梨裕稔,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,東京ドーム,7/3,0,1,,10,投,投,0,0,0,投,井口和朋,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,東京ドーム,7/3,0,1,,10,投,投,0,0,0,投,公文克彦,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,東京ドーム,7/3,0,1,,10,投,,0,0,0,投,上原健太,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,東京ドーム,7/4,0,1,1,1,,,0,0,0,(中),西川遥輝,.308,3,1,0,0,0,1,0,1,0,0,遊ゴロ,,,四球,,中飛,,一ゴロ,,,,
日本ハム,西武,東京ドーム,7/4,0,1,2,2,,,0,0,0,(二),田中賢介,.244,4,0,1,0,1,0,0,1,0,0,左邪飛,,,中安,,空三振,,,遊ゴロ,,,
日本ハム,西武,東京ドーム,7/4,0,1,3,3,,,0,0,0,(一),中田翔,.236,4,0,0,0,1,0,0,0,0,0,中飛,,,中飛,,,中飛,,空三振,,,
日本ハム,西武,東京ドーム,7/4,0,1,4,4,,,0,0,0,(三),レアード,.246,4,0,1,0,1,0,0,0,0,0,,二ゴロ,,空三振,,,左安,,右飛,,,
日本ハム,西武,東京ドーム,7/4,0,1,5,5,,,0,0,0,(指),大谷翔平,.394,3,0,0,0,2,0,0,0,0,0,,中飛,,空三振,,,見三振,,,,,
日本ハム,西武,東京ドーム,7/4,0,1,6,6,,,0,0,0,(左),大田泰示,.264,3,0,1,0,0,0,0,0,0,0,,二ゴロ,,,遊ゴロ,,中安,,,,,
日本ハム,西武,東京ドーム,7/4,0,1,7,7,,,0,0,0,(右),ドレイク,.143,3,0,1,0,1,0,0,0,0,0,,,遊安,,空三振,,一邪飛,,,,,
日本ハム,西武,東京ドーム,7/4,0,1,8,8,,,0,0,0,(遊),石井一成,.186,3,0,0,0,1,0,0,0,0,0,,,一併打,,左飛,,,見三振,,,,
日本ハム,西武,東京ドーム,7/4,0,1,9,9,,打,0,0,0,(捕),清水優心,.146,1,0,0,0,1,0,0,0,0,0,,,空三振,,,,,,,,,
日本ハム,西武,東京ドーム,7/4,0,1,,9,打,守,0,0,0,打,松本剛,.291,1,0,0,0,0,0,0,0,0,0,,,,,,左飛,,,,,,
日本ハム,西武,東京ドーム,7/4,0,1,,9,守,打,0,0,0,捕,市川友也,.147,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,東京ドーム,7/4,0,1,,9,打,守,0,0,0,打,杉谷拳士,.154,1,0,0,0,1,0,0,0,0,0,,,,,,,,見三振,,,,
日本ハム,西武,東京ドーム,7/4,0,1,,9,守,,0,0,0,捕,大野奨太,.223,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,東京ドーム,7/4,0,1,,10,,投,0,0,0,(投),加藤貴之,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,東京ドーム,7/4,0,1,,10,投,投,0,0,0,投,白村明弘,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,東京ドーム,7/4,0,1,,10,投,,0,0,0,投,谷元圭介,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,1,1,,,0,0,0,(中),西川遥輝,.310,5,0,2,1,1,0,0,0,0,0,投ゴロ,一邪飛,,右安,,空三振,,中安,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,2,2,,守,0,0,0,(左),大田泰示,.266,2,1,1,0,0,0,0,0,0,0,中飛,,中安,,,,,,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,,2,守,,0,0,0,左,松本剛,.307,3,0,3,1,0,0,0,0,0,0,,,,右安,,中安,,左安,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,3,3,,,0,0,0,(一),中田翔,.232,4,0,0,0,1,1,0,0,0,0,死球,,左飛,空三振,,捕邪飛,,左飛,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,4,4,,,0,0,0,(三),レアード,.243,4,0,0,0,2,1,0,0,1,0,三ゴロ,,中飛,,四球,,空三振,,空三振,,,
日本ハム,西武,札幌ドーム,7/6,0,1,5,5,,,0,0,0,(指),田中賢介,.244,4,2,1,0,0,1,0,1,0,0,,四球,中安,,遊直,,遊ゴロ,,遊直,,,
日本ハム,西武,札幌ドーム,7/6,0,1,6,6,,,0,0,0,(右),ドレイク,.167,5,1,1,1,3,0,0,0,0,0,,空三振,左安,,遊ゴロ,,見三振,,空三振,,,
日本ハム,西武,札幌ドーム,7/6,0,1,7,7,,,0,0,0,(二),石井一成,.188,4,0,1,1,0,0,0,0,0,0,,右飛,二ゴロ,,中３,,,左飛,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,8,8,,打,0,0,0,(捕),大野奨太,.226,3,0,1,1,1,0,0,0,0,0,,左安,,三ゴロ,空三振,,,,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,,8,打,守,0,0,0,打,杉谷拳士,.152,1,0,0,0,0,0,0,0,0,0,,,,,,,,遊ゴロ,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,,8,守,,0,0,0,捕,清水優心,.146,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,9,9,,,0,0,0,(遊),中島卓也,.173,1,2,0,0,0,3,0,0,0,0,,四球,,四球,,左飛,,四球,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,,10,,投,0,0,0,(投),メンドーサ,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,,10,投,投,0,0,0,投,宮西尚生,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,,10,投,投,0,0,0,投,石川直也,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,,10,投,投,0,0,0,投,田中豊樹,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,西武,札幌ドーム,7/6,0,1,,10,投,,0,0,0,投,公文克彦,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,1,1,,,0,0,0,(中),西川遥輝,.311,5,0,2,0,0,0,0,0,0,0,二ゴロ,,中安,,中安,,二ゴロ,,遊ゴロ,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,2,2,,,0,0,0,(左),松本剛,.307,3,0,1,1,0,1,0,0,0,0,右飛,,左安,,四球,,二ゴロ,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,3,3,,,0,0,0,(一),中田翔,.228,4,0,0,0,0,0,0,0,0,0,二飛,,左飛,,右飛,,右飛,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,4,4,,,0,0,0,(三),レアード,.244,3,0,1,0,2,1,0,0,0,0,,空三振,,空三振,,四球,,中安,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,5,5,,,0,0,0,(指),田中賢介,.249,4,0,2,0,0,0,0,0,0,0,,二ゴロ,,遊ゴロ,,遊安,,右安,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,6,6,,,0,0,0,(右),ドレイク,.133,3,0,0,0,1,1,0,0,0,0,,空三振,,四球,,遊ゴロ,,遊併打,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,7,7,,打,0,0,0,(二),石井一成,.186,2,0,0,0,1,0,0,0,0,0,,,二ゴロ,空三振,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,,7,打,守,0,0,0,打,大谷翔平,.382,1,0,0,0,0,0,0,0,0,0,,,,,,左飛,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,,7,守,打,0,0,0,捕,清水優心,.146,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,,7,打,守,0,0,0,打,大田泰示,.265,1,0,0,0,1,0,0,0,0,0,,,,,,,,空三振,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,,7,守,,0,0,0,捕,大野奨太,.226,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,8,8,,打,0,0,0,(捕),市川友也,.143,2,0,0,0,0,0,0,0,0,0,,,三ゴロ,,一邪飛,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,,8,打,走,0,0,0,打,矢野謙次,.235,0,0,0,0,0,1,0,0,0,0,,,,,,四球,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,,8,走,,0,0,0,走二,杉谷拳士,.149,1,0,0,0,1,0,0,0,0,0,,,,,,,,,見三振,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,9,9,,,0,0,0,(遊),中島卓也,.170,3,1,0,0,2,1,0,0,0,0,,,四球,,空三振,遊ゴロ,,,空三振,,,
日本ハム,ソフトバンク,札幌ドーム,7/7,0,1,,10,,,0,0,0,(投),有原航平,.250,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,1,1,,,0,0,0,(一),中田翔,.224,4,0,0,0,3,0,0,0,0,0,空三振,,空三振,,空三振,,遊ゴロ,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,2,2,,,0,0,0,(左),松本剛,.301,3,0,0,0,1,1,0,0,0,0,右飛,,四球,,一邪飛,,見三振,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,3,3,,,0,0,0,(中),西川遥輝,.307,4,0,0,0,1,0,0,0,1,0,捕邪飛,,見三振,,一ゴロ,,,二ゴロ,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,4,4,,,0,0,0,(三),レアード,.247,4,1,2,1,0,0,0,0,0,1,,右安,,左本(1),,二飛,,投ゴロ,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,5,5,,走,0,0,0,(指),大谷翔平,.378,3,0,1,0,1,0,0,0,0,0,,空三振,,三飛,,右安,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,,5,走,,0,0,0,走指,岡大海,.156,1,1,0,0,0,0,0,0,0,0,,,,,,,,一邪飛,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,6,6,,,0,0,0,(右),ドレイク,.211,4,0,2,0,1,0,0,0,0,0,,中安,,左安,,遊ゴロ,,,空三振,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,7,7,,打,0,0,0,(二),石井一成,.184,2,0,0,0,1,0,0,0,0,0,,一ゴロ,,空三振,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,,7,打,,0,0,1,打二,田中賢介,.251,2,0,1,1,0,0,0,0,0,0,,,,,,左安,,,遊飛,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,8,8,,打,0,0,0,(捕),清水優心,.160,2,0,1,0,0,0,0,0,0,0,,二飛,,右安,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,,8,打,守,0,0,0,打,矢野謙次,.229,1,0,0,0,0,0,0,0,0,0,,,,,,遊ゴロ,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,,8,守,打,0,0,0,捕,大野奨太,.226,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,,8,打,,0,0,0,打,大田泰示,.264,1,0,0,0,1,0,0,0,0,0,,,,,,,,,空三振,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,9,9,,,0,0,0,(遊),中島卓也,.168,3,0,0,0,1,0,0,0,0,0,,,中飛,右飛,,,見三振,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,,10,,投,0,0,0,(投),井口和朋,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,,10,投,投,0,0,0,投,田中豊樹,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,,10,投,投,0,0,0,投,公文克彦,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,,10,投,投,0,0,0,投,マーティン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/8,0,0,,10,投,,0,0,0,投,上原健太,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,1,1,,,0,0,0,(中),西川遥輝,.309,4,0,2,1,0,0,0,1,0,0,二ゴロ,,右２,,左安,,,投ゴロ,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,2,2,,,0,0,0,(左),松本剛,.299,4,0,1,0,0,0,0,0,0,0,左２,,一邪飛,,三ゴロ,,,遊ゴロ,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,3,3,,,0,0,0,(一),中田翔,.221,4,0,0,0,0,0,0,0,0,0,中飛,,,三ゴロ,,二ゴロ,,二飛,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,4,4,,,0,0,0,(三),レアード,.245,3,0,0,0,2,0,0,0,0,0,空三振,,,空三振,,三ゴロ,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,5,5,,,0,0,0,(指),大谷翔平,.359,2,0,0,0,1,1,0,0,0,0,,三邪飛,,四球,,空三振,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,6,6,,,0,0,0,(二),田中賢介,.248,3,0,0,0,0,0,0,0,0,0,,左飛,,三邪飛,,,左飛,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,7,7,,走,0,0,0,(右),ドレイク,.190,2,0,0,0,1,1,0,0,0,0,,空三振,,,一飛,,四球,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,,7,走,,0,0,0,走右,岡大海,.156,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,8,8,,守,0,0,0,(遊),石井一成,.182,2,1,0,0,0,1,0,0,0,0,,,二ゴロ,,四球,,左飛,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,,8,守,,0,0,0,遊,中島卓也,.168,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,9,9,,,0,0,0,(捕),市川友也,.152,2,0,1,1,0,0,1,0,0,0,,,左飛,,投犠打,,左安,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,,10,,投,0,0,0,(投),上沢直之,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,,10,投,投,0,0,0,投,マーティン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,ソフトバンク,札幌ドーム,7/9,0,0,,10,投,,0,0,0,投,増井浩俊,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,1,1,,,0,0,0,(中),西川遥輝,.312,4,0,2,0,0,0,0,0,0,0,中安,,二ゴロ,,右飛,,,右安,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,2,2,,,0,0,0,(左),松本剛,.293,3,0,0,0,1,1,0,0,0,0,四球,,二飛,,,空三振,,右飛,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,3,3,,,0,0,0,(一),中田翔,.221,4,0,1,0,2,0,0,0,0,0,空三振,,右飛,,,空三振,,左安,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,4,4,,,0,0,0,(三),レアード,.241,4,0,0,0,2,0,0,0,0,0,左飛,,,見三振,,空三振,,二直,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,5,5,,走,0,0,0,(指),大谷翔平,.357,3,0,1,0,0,0,0,0,0,0,遊ゴロ,,,中飛,,,二安,,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,,5,走,,0,0,0,走指,石井一成,.181,1,0,0,0,0,0,0,0,0,0,,,,,,,,,中飛,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,6,6,,,0,0,0,(右),岡大海,.160,4,0,1,0,0,0,0,0,0,0,,右２,,遊飛,,,一邪飛,,遊ゴロ,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,7,7,,,0,0,0,(二),杉谷拳士,.155,4,0,1,0,1,0,0,0,2,0,,空三振,,,右飛,,右安,,中飛,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,8,8,,守,0,0,0,(捕),市川友也,.148,2,0,0,0,1,0,0,0,0,0,,見三振,,,二飛,,,,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,,8,守,,0,0,0,捕,清水優心,.157,1,0,0,0,0,0,0,0,0,0,,,,,,,中飛,,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,9,9,,,0,0,0,(遊),中島卓也,.170,3,0,1,0,1,0,0,0,0,0,,中飛,,,投安,,空三振,,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,,10,,投,0,0,0,(投),浦野博司,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,,10,投,投,0,0,0,投,上原健太,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,,10,投,投,0,0,0,投,田中豊樹,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/10,1,1,,10,投,,0,0,0,投,石川直也,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,1,1,,,0,0,0,(中),西川遥輝,.309,3,1,0,0,1,1,0,0,0,0,二ゴロ,,,四球,空三振,,,三飛,,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,2,2,,,0,0,0,(左),松本剛,.286,4,0,0,0,2,0,0,0,0,0,空三振,,,見三振,,右飛,,右飛,,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,3,3,,,0,0,0,(一),中田翔,.222,4,0,1,0,0,0,0,0,0,0,右飛,,,中安,,遊ゴロ,,,右飛,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,4,4,,,0,0,0,(三),レアード,.238,4,0,0,0,1,0,0,0,0,0,,三ゴロ,,空三振,,遊ゴロ,,,左飛,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,5,5,,,0,0,0,(指),田中賢介,.257,4,0,3,1,1,0,0,0,0,0,,空三振,,右安,,,左安,,中安,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,6,6,,,0,0,0,(右),ドレイク,.160,4,0,0,0,1,0,0,0,0,0,,右飛,,空三振,,,遊併打,,二ゴロ,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,7,7,,,0,0,0,(二),石井一成,.178,3,0,0,0,0,0,0,0,0,0,,,三ゴロ,,中飛,,二ゴロ,,,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,8,8,,,0,0,0,(捕),清水優心,.167,3,0,1,0,0,0,0,0,0,0,,,遊ゴロ,,一ゴロ,,,右安,,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,9,9,,,0,0,0,(遊),中島卓也,.173,3,0,1,0,1,0,0,1,0,0,,,空三振,,遊安,,,二ゴロ,,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,,10,,投,0,0,0,(投),斎藤佑樹,-,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,,10,投,投,0,0,0,投,公文克彦,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,,10,投,投,0,0,0,投,田中豊樹,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/11,1,1,,10,投,,0,0,0,投,石川直也,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,1,1,,打,0,0,0,(中),西川遥輝,.308,1,1,0,0,1,1,0,1,0,0,空三振,,四球,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,,1,打,,0,0,0,打中,岡大海,.177,2,1,2,0,0,0,0,0,0,0,,,,,右２,,左安,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,2,2,,,0,0,0,(左),松本剛,.293,3,0,2,2,0,1,0,0,0,0,左安,,四球,,中安,,左飛,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,3,3,,,0,0,0,(一),中田翔,.223,3,0,1,1,0,1,0,0,0,0,四球,,右安,,右飛,,,遊ゴロ,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,4,4,,,0,0,0,(三),レアード,.235,4,0,0,0,1,0,0,0,0,0,三併打,,空三振,,中飛,,,二飛,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,5,5,,,0,0,0,(指),田中賢介,.252,4,0,0,0,2,0,0,0,0,0,,三直,,空三振,,一ゴロ,,空三振,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,6,6,,,0,0,0,(右),ドレイク,.138,4,0,0,0,2,0,0,0,0,0,,空三振,,遊ゴロ,,見三振,,,二ゴロ,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,7,7,,打,0,0,0,(二),石井一成,.175,3,0,0,0,2,0,0,0,0,0,,空三振,,見三振,,遊ゴロ,,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,,7,打,,0,0,0,打,矢野謙次,.222,1,0,0,0,0,0,0,0,0,0,,,,,,,,,捕邪飛,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,8,8,,打,0,0,0,(捕),清水優心,.158,3,0,0,0,1,0,0,0,0,0,,,三飛,,右飛,,空三振,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,,8,打,,0,0,0,打,大田泰示,.263,1,0,0,0,0,0,0,0,0,0,,,,,,,,,遊直,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,9,9,,,0,0,0,(遊),中島卓也,.176,3,1,1,0,2,0,0,0,0,0,,,空三振,,左安,,空三振,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,,10,,投,0,0,0,(投),大谷翔平,.357,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,,10,投,投,0,0,0,投,メンドーサ,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,,10,投,投,0,0,0,投,谷元圭介,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,,10,投,投,0,0,0,投,宮西尚生,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,オリックス,京セラD大阪,7/12,1,1,,10,投,,0,0,0,投,田中豊樹,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
日本ハム,楽天,函館,7/18,0,0,1,1,,,0,0,0,(中),西川遥輝,.305,3,0,0,0,3,2,0,0,0,0,空三振,,空三振,,四球,,四球,,空三振,,,
日本ハム,楽天,函館,7/18,0,0,2,2,,,0,0,0,(左),松本剛,.292,4,0,1,0,0,0,0,0,0,0,左安,,左飛,,遊飛,,二ゴロ,,,,,
日本ハム,楽天,函館,7/18,0,0,3,3,,,0,0,0,(一),中田翔,.227,4,0,2,0,0,0,0,0,0,0,三ゴロ,,,右２,,右飛,,中２,,,,
日本ハム,楽天,函館,7/18,0,0,4,4,,,0,0,0,(三),レアード,.235,4,1,1,1,1,0,0,0,0,1,遊ゴロ,,,空三振,,右本(1),,投ゴロ,,,,
