自TM,相手TM,球場,日付,先,完投,完封,無四球,暴投,ボーク,基準,HA,ナ,回,攻撃,援護,分数,勝敗,名前,防御率,回数,打者,投球,安打,被本,三振,四死,失点,自責,T責除
阪神,ＤｅＮＡ,甲子園,9/25,,0,0,0,0,0,294,0,1,9,1,0,1    ,,藤川球児,2.39,1,5,23,1,1,3,1,1,1,
阪神,ＤｅＮＡ,甲子園,9/25,,0,0,0,0,0,294,0,1,9,1,0,1    ,,石崎剛,1.35,1,7,22,3,1,1,1,3,3,
阪神,ＤｅＮＡ,横浜,9/27,1,0,0,0,0,0,295,1,1,12,5,0,4    ,,秋山拓巳,3.05,4,19,60,7,1,2,0,4,4,
阪神,ＤｅＮＡ,横浜,9/27,,0,0,0,0,0,295,1,1,12,2,0,1    ,,岩崎優,2.10,1,3,16,0,0,1,0,0,0,
阪神,ＤｅＮＡ,横浜,9/27,,0,0,0,0,0,295,1,1,12,2,0,1    ,,桑原謙太朗,1.55,1,4,10,1,0,0,0,0,0,
阪神,ＤｅＮＡ,横浜,9/27,,0,0,0,0,0,295,1,1,12,2,0,1    ,,髙橋聡文,1.70,1,4,13,1,0,2,0,0,0,
阪神,ＤｅＮＡ,横浜,9/27,,0,0,0,0,0,295,1,1,12,2,0,1    ,,マテオ,2.84,1,3,9,0,0,0,0,0,0,
阪神,ＤｅＮＡ,横浜,9/27,,0,0,0,0,0,295,1,1,12,3,0,2    ,H,藤川球児,2.30,2,6,34,0,0,3,0,0,0,
阪神,ＤｅＮＡ,横浜,9/27,,0,0,0,0,0,295,1,1,12,3,0,2    ,,ドリス,2.55,2,7,26,0,0,3,1,0,0,
阪神,ＤｅＮＡ,横浜,9/28,1,1,0,0,0,0,297,1,1,9,9,11,9    ,○,能見篤史,3.72,9,32,93,4,1,2,1,2,1,
阪神,ＤｅＮＡ,横浜,9/29,1,0,0,0,0,0,299,1,1,9,5,0,4    ,●,メンドーサ,5.14,4,17,60,4,1,3,2,3,3,
阪神,ＤｅＮＡ,横浜,9/29,,0,0,0,0,0,299,1,1,9,3,0,2    ,,岩崎優,2.42,2,12,38,6,1,4,0,3,3,
阪神,ＤｅＮＡ,横浜,9/29,,0,0,0,0,0,299,1,1,9,3,0,2    ,,石崎剛,1.26,2,8,32,1,0,2,1,0,0,
阪神,巨人,東京ドーム,9/30,1,0,0,0,0,0,301,1,1,9,6,2,5    ,○,岩貞祐太,4.96,5,22,96,5,1,6,3,1,1,
